Koordinaten;Name;Link;Beschreibung
POINT (-76.5474505 39.2929521);GAG227: Die unsterbliche Henrietta Lacks;https://www.geschichte.fm/podcast/zs227/;"Wir springen in dieser Folge in die Mitte des 20. Jahrhunderts. Im Zuge der Behandlung eines bösartigen Tumors wird einer Frau namens Henrietta Lacks im Johns Hopkins Krankenhaus in Baltimore Gewebe entnommen. Damit beginnt eine wissenschaftliche Erfolgsgeschichte, die ihresgleichen sucht. Allerdings ist es nicht nur eine Geschichte des wissenschaftlichen Triumphes, sondern auch eine Geschiche zweifelhafter wissenschaftlicher Praxis. Das erwähnte Buch von Rebecca Skloot heißt &#8222;The Immortal Life of Henrietta Lacks&#8222;. Das Episodenbild zeigt fluoreszierende HeLa Zellen."
POINT (5.3780516 49.161939);GAG225: Die Rundfahrt der Schlachtfelder;https://www.geschichte.fm/podcast/zs225/;"Wir springen nach Frankreich, ins Jahr 1919. Der Erste Weltkrieg ist erst seit einigen Monaten vorbei, als die Tageszeitung &#8222;Le Petit Journal&#8220; beschließt, ein Radrennen zu veranstalten. Allerdings kein herkömmliches, sondern eines entlang der Schlachtfelder des Ersten Weltkriegs. Gedacht als ein Zeichen des Triumphes des Lebens über den Tod, der Franzosen über die Deutschen, als ein kaum dagewesenes sportliches Großereignis, stellt sich schnell heraus, dass das ganze Unterfangen nicht ganz so einfach ist, wie angenommen. Das Episodenbild zeigt den Gewinner des Rennens, Charles Deruyter. Die verwendete"
POINT (51.7943086 36.0759185);GAG215: Wojtek, polnischer Soldatenbär;https://www.geschichte.fm/podcast/zs215/;"Unsere Geschichte nimmt diesmal ihren Anfang im Iran, wo Soldaten des neu gegründeten 2. polnischen Korps einen nur wenige Monate alten Bären kaufen und ihn in ihre Division aufnehmen. Wir sprechen in dieser Folge über Wojtek, der den Soldaten nicht nur als Maskottchen dienen wird, sondern sogar bei einer der längsten Schlachten des 2. Weltkriegs ganz vorne mit dabei sein wird. Das erwähnte Buch heißt &#8222;Wojtek the Bear &#8211; Polish War Hero&#8220;, und wurde von Aileen Orr geschrieben. Das Episodenbild zeigt Wojtek mit einem polnischen Soldaten."
POINT (-118.3317996 34.09357);GAG214: Hedy Lamarr – Hollywoodstar und Erfinderin;https://www.geschichte.fm/podcast/zs214/;Wir springen in die USA während des Zweiten Weltkriegs und beschäftigen uns mit dem Leben einer der bekanntesten Schauspielerinnen zu der Zeit: Die Wienerin Hedy Lamarr hatte bereits einen internationalen Filmskandal ausgelöst und eine Ehe mit einem der größten Waffenhändler Europas, Fritz Mandl, hinter sich, als sie Ende der 1930er-Jahre von Louis B. Mayer vom Hollywood-Studio MGM unter Vertrag genommen wurde. 1941 reichte sie gemeinsam mit dem Musiker George Antheil beim National Inventors Council in Washington ein Patent ein: Secret Communication System. Die Idee ist, mit Hilfe von Frequenzsprüngen verschlüsselte Funkverbindungen zur Torpedosteuerung zu ermöglichen. Das Patent wurde zwar nicht umgesetzt, jedoch wird Hedy Lamarr heute häufig zugeschrieben, die Grundlagen für unsere digitale Kommunikation geschaffen zu haben. Sie erhielt 1997 den Electronic Frontier Foundation Pioneer Award und seit 2018 wird in Wien der Hedy-Lamarr-Preis an österreichische Wissenschaftlerinnen für innovative Leistungen in der IT vergeben. Außerdem wird im deutschsprachigen Raum an Hedy Lamarrs Geburtstag (9. November) der „Tag der Erfinder*innen“ gefeiert. Aber ist Hedy Lamarr tatsächlich Mrs. Bluetooth?
POINT (6.1533114 52.263363);GAG210: Der Kunstfälscher Han van Meegeren;https://www.geschichte.fm/podcast/zs210/;Wir springen in die Niederlande und beschäftigen uns mit einem der erfolgreichsten Kunstfälscher des 20. Jahrhunderts: Han van Meegeren. Ihm ist es gelungen, gefälschte Bilder Jan Vermeers an die bedeutendsten Kunstsammlungen der Niederlande zu verkaufen und Millionen damit zu verdienen. 1943 verkaufte er eine seiner Fälschungen an Hermann Göring – was sich nach dem Zweiten Weltkrieg als verhängnisvoll herausstellen sollte. Ohne der Fälschung überführt zu werden, gestand er schließlich kurz nach dem Ende der Besatzung durch Nazi-Deutschland 1945 den Betrug. Wir sprechen darüber, wie es dazu kam und warum van Meegeren seinen letzten Vermeer während seiner Zeit in U-Haft gemalt hat. Das Episodenbild zeigt Han van Meegeren beim Malen seines letzten Vermeers 1945: Jesus unter den Schriftgelehrten
POINT (14.6377062 51.4955166);GAG208: Die kleinste Liga der Welt – Eishockey in der DDR;https://www.geschichte.fm/podcast/zs208/;Wir springen in dieser Folge nur wenige Jahrzehnte zurück und sprechen über ein Kapitel aus der Geschichte der DDR. Zwischen 1970 und 1990 spielten nur zwei Mannschaften in der Eishockey-Oberliga, der höchsten Spielklasse: SC Dynamo Berlin und SG Dynamo Weißwasser. Bis 1968 hatte Eishockey einen besonderen Status in der DDR aufgrund des gesamtdeutschen Olympiateams, doch mit dem Leistungssportbeschluss von 1969 sollte die Förderung komplett wegfallen. Dass dennoch zwei Mannschaften weitergespielt haben, ist vor allem mit einem Namen verbunden: Erich Mielke, Minister für Staatssicherheit in der DDR. Vielen Dank an unseren Experten für diese Folge: René Feldvoß. Er hat gerade eine Dissertation über das Thema abgeschlossen und die Geschichte schon einmal für die Bundeszentrale für politische Bildung aufgeschrieben: Dynamo gegen den Rest der Republik – Das DDR-Eishockey im Wiedervereinigungsprozess. Das Episodenbild zeigt eine Szene aus einem Länderspiel der DDR-Auswahl gegen Norwegen 1974. Bundesarchiv, Bild 183-N0317-008 / Koard, Peter / CC-BY-SA 3.0
POINT (-88.439302 42.5926893);GAG206: Von Verliesen & Drachen – ein 3W6 Crossover;https://www.geschichte.fm/podcast/zs206/;"In dieser Folge eine Premiere: wir sprechen mit Markus Widmer und Harald Eckmüller vom 3W6 Podcast. Da es bei ihrem Podcast nebst Rollenspielen auch ums Geschichtenerzählen geht, war es nur passend, dass auch sie uns eine Geschichte aus der Geschichte mitgebracht haben. Es ist unser erster Ausflug in der Spielgeschichte, aber einer, der es in sich hat. Es geht in dieser Geschichtes des Rollenspiels &#8222;Dungeons &amp; Dragons&#8220; um Erfolge, Niederlagen und Intrigen. Kurz, genau die Dinge, die eine gute Geschichte aus der Geschichte braucht. Danke an Markus und Harald, deren Podcast im Web hier zu finden ist, und ansonsten überall im gut sortierten Podcasthandel. Wer will, kann ihnen auch auf Twitter folgen oder etwas zu ihrem Patreon beisteuern."
POINT (12.140199400000029 47.4707041);GAG205: Die Befreiung von Schloss Itter;https://www.geschichte.fm/podcast/zs205/;Wir springen in das Jahr 1945 auf Schloss Itter nach Tirol und beschäftigen uns mit einem der letzten Gefechte des Zweiten Weltkriegs in Europa. Das Schloss war ein KZ-Außenlager in dem prominente Gefangene interniert waren. Dazu zählten die wichtigsten politischen Persönlichkeiten Frankreichs der Zwischenkriegszeit: die letzten beiden Premierminister Édouard Daladier und Paul Reynaud sowie die Armeechefs Maxime Weygand und Maurice Gamelin. Außerdem befanden sich unter den Gefangenen Marie-Agnès Cailliau, Schwester von Charles de Gaulles und der spätere Friedensnobelpreisträger Léon Jouhaux. Die Befreiung gilt als einziges Gefecht des Zweiten Weltkrieges, bei dem US-Soldaten mit Wehrmachts-Soldaten und einem hochrangigen SS-Offizier gemeinsam gekämpft haben. Update: Daniel behauptet in der Folge, es gäbe keine nach Josef Gangl benannte Straße in Wörgl, dafür eine in Wien. Das stimmt aber so nicht: Es gibt eine Sepp-Gangl-Straße in Wörgl und die Josef-Gangl-Straße in Wien ist nach dem Schauspieler und Schriftsteller Josef Gangl benannt. Das Episodenbild zeigt das Schloss in einer Aufnahme von Steve J. Morgan im Jahr 1979. Es befindet sich derzeit in Privatbesitz.
POINT (11.288801499999977 46.7340955);GAG203: Bleiben oder gehen? Die Option in Südtirol 1939;https://www.geschichte.fm/podcast/zs203/;Wir springen in das Jahr 1939 und beschäftigen uns diesmal mit Südtirol: Nach dem Hitler-Mussolini-Abkommen im Oktober 1939 mussten sich deutschsprachige Südtiroler und Ladiner bis Ende des Jahres entscheiden, ob sie ins Deutsche Reich auswandern oder in Italien bleiben, wo sie sprachlich und kulturell unterdrückt wurden. Und obwohl ein Großteil optiert hat, sind nur wenige tatsächlich ausgewandert. Die Geschichte hat Anna Masoner mitgebracht, die uns vor einiger Zeit einmal von einem Rosengarten in Portland erzählt hat. Sie hat ihre Familiengeschichte recherchiert und ist im Archiv auf die Akten ihrer Großeltern gestoßen.
POINT (7.8889135 54.1404608);GAG199: UC 71 und der U-Boot-Krieg im Ersten Weltkrieg;https://www.geschichte.fm/podcast/zs199/;Wir springen etwa 100 Jahre zurück und beschäftigen uns mit einem U-Boot: UC 71. Das U-Boot liegt in der Nähe von Helgoland auf dem Meeresboden. Doch es ist nicht während der Kampfhandlungen untergegangen, sondern kurz bevor es nach Ende des Krieges im Februar 1919 an Großbritannien übergeben werden sollte. Florian Huber ist Unterwasserarchäologe und er hat herausfinden können, wie es zum Untergang von UC 71 gekommen ist. Er unterstützt uns in dieser Folge als Experte und erzählt auch von Georg Trinks, der als Maschinist lange an Bord von UC 71 war und zwei Tagebücher hinterlassen hat, die uns einen Einblick über das Leben an Bord geben. Außerdem sprechen wir über die Bedeutung des U-Boot-Kriegs im Ersten Weltkrieg und welche Gegenmaßnahmen die Royal Navy gegen den uneingeschränkten U-Boot-Krieg der Kaiserlichen Marine unternommen hat. Hinweis zur 200. Folge Für die Jubiläumsfolge planen wir eine Spezialausgabe, in der wir mit euch ins Gespräch kommen wollen und über diesen Podcast sprechen möchten. Wenn ihr immer schon mal was über Geschichten aus der Geschichte oder uns wissen wolltet, dann ist jetzt die Gelegenheit. Außerdem interessiert uns natürlich, wann, wie, wo und warum hört ihr uns und was ihr so erlebt habt beim Hören. Daher: Erzählt uns eure Geschichten! Schickt uns also Fragen, Kommentare, Kritik, Lob oder einfach Grüße zum Jubiläum per Mail an (feedbackATgeschichte.fm) oder via Twitter (@GeschichteFM). Wer auch mal in diesem Podcast zu hören sein will, kann die Frage, den Kommentar oder die Grüße auch selbst einsprechen und sie uns per WhatsApp oder Signal schicken: Und zwar an die Nummer 0151 56556145. Wichtig: Das Ganze muss uns bis zum 21. Juli 2019 erreicht haben.
POINT (25.748151099999973 61.92410999999999);GAG197: Das kurzlebige Königreich Finnland – und ein deutscher Adliger auf dem Thron;https://www.geschichte.fm/podcast/zs197/;Wir springen ins 20. Jahrhundert und beschäftigen uns mit der finnischen Geschichte – und der (sehr) kurzen Geschichte des Königreichs Finnland. Nur einen Monat vor dem Ende des Ersten Weltkriegs wurde Friedrich Karl von Hessen zum finnischen König ernannt – obwohl der deutsche Adlige keinerlei Bezug zu dem Land hatte. Mit der Niederlage des Deutschen Reichs und der Abdankung des Kaisers Wilhelm II. folgte auch die Abdankung des finnischen Königs – der noch nicht einmal inthronisiert war und Finnland nie betreten hatte. In der Folge sprechen wir darüber, wie es dazu kam, dass Finnland, das als erstes europäisches Land das Frauenwahlrecht eingeführt, kurzzeitig Monarchie wurde und was das mit dem Großfürstentum Finnland unter der Herrschaft des russischen Zaren und dem finnischen Bürgerkrieg zu tun hat. Vielen Dank an Michael Jonas, Historiker an der Helmut-Schmidt-Universität in Hamburg, der uns als Experte zur Verfügung stand! Hinweis zur 200. Folge Für die Jubiläumsfolge planen wir eine Spezialausgabe, in der wir mit euch ins Gespräch kommen wollen und über diesen Podcast sprechen möchten. Wenn ihr immer schon mal was über Geschichten aus der Geschichte oder uns wissen wolltet, dann ist jetzt die Gelegenheit. Außerdem interessiert uns natürlich, wann, wie, wo und warum hört ihr uns und was ihr so erlebt habt beim Hören. Daher: Erzählt uns eure Geschichten! Schickt uns also Fragen, Kommentare, Kritik, Lob oder einfach Grüße zum Jubiläum per Mail an (feedbackATgeschichte.fm) oder via Twitter (@GeschichteFM). Wer auch mal in diesem Podcast zu hören sein will, kann die Frage, den Kommentar oder die Grüße auch selbst einsprechen und sie uns per WhatsApp oder Signal schicken: Und zwar an die Nummer 0151 56556145. Wichtig: Das Ganze muss uns bis zum 21. Juli 2019 erreicht haben.
POINT (9.9923086 53.5347701);GAG195: Wie Gerta Stern auf der Flucht nach Panama ihren Mann aus dem KZ befreite;https://www.geschichte.fm/podcast/zs195/;Wir springen in das Jahr 1938 und beschäftigen uns mit der außergewöhnlichen Flucht von Gerta und Moses Stern. Beide wachsen in Wien auf und sie beschließen nach ihrer Hochzeit im Oktober 1938 auszuwandern. Das Ziel ist Johannesburg in Südafrika. Für die Visa fahren sie nach Hamburg, wo Moses Stern zu Beginn der Novemberpogrome am 9. November verhaftet und in das KZ Sachsenhausen gebracht wird. Doch Gerta Stern gelingt es, mit einer waghalsigen Aktion, ihren Mann aus dem KZ zu befreien und mit Hilfe eines Unbekannten die Flucht nach Panama zu organisieren. Das in der Folge erwähnte Buch: Anne Siegel, Señora Gerta. Wie eine Wiener Jüdin auf der Flucht nach Panama die Nazis austrickste Update mit einer Ergänzung von Anne Siegel:  1/2 Liebe @GeschichteFM Männer! Danke für diese schöne Folge, in der Ihr mein Buch #SeñoraGerta vorstelltet! Es gibt davon eine neue Fassung, die mit weiteren 40 Seiten als #TB bei @piperverlag erschien. Gertas heimlichen Retter fand ich durch die 1. Auflage im @EuropaVerlag! — Anne Siegel (@TheAnneSiegel) June 20, 2019
POINT (9.9797373 47.2497427);GAG193: Kanton übrig – Wie Vorarlberg 1919 nicht der Schweiz beitrat;https://www.geschichte.fm/podcast/zs193/;In dieser Folge geht es um Vorarlberg kurz nach dem Ersten Weltkrieg und dem Zusammenbruch der Habsburger Monarchie: Mit einer überwältigenden Mehrheit stimmte die Vorarlberger Bevölkerung in einer Volksbefragung am 11. Mai 1919 dafür, Verhandlungen über den Beitritt zur Schweiz zu führen. Wir sprechen darüber, wie es dazu kam und warum daraus nichts wurde und Vorarlberg noch heute als Kanton Übrig bekannt ist. Die Geschichte erzählt uns diesmal wieder ein Gast: Florian Gasser (@FlorianGasser), Journalist bei der ZEIT, für die er auch den Podcast Servus. Gruezi. Hallo. macht. Florian hat diese Geschichte für die ZEIT recherchiert (Zu hülf, ihr Eidgenossen!) und er erzählt uns von den Hintergründen: Eine zentrale Rolle spielt der Lehrer und antisemitische Agitator, Ferdinand Riedmann, der kurzfristig politische Erfolge feierte – bis er wegen Vergewaltigung eines jungen Mädchens verurteilt wurde. Das Episodenbild zeigt ein Plakat von Jules Courvoisier zur Volksabstimmung am 11. Mai 1919 in Vorarlberg.
POINT (-73.9707016 40.5755438);GAG188: Martin Couney und die Inkubator-Ausstellungen;https://www.geschichte.fm/podcast/zs188/;Wir springen an den Anfang des 20. Jahrhunderts in die USA und beschäftigen uns mit Martin Couney. Der vermeintliche Doktor hat 40 Jahre lang Babys in Inkubatoren ausgestellt. „All the world loves a baby“ war der Werbespruch, der das Publikum in die Ausstellung locken sollte – der Eintritt hat 25 Cent gekostet. Wir sprechen darüber, warum sich in den Krankenhäusern nicht um die Kinder gekümmert wurde und wie es Couney gelang, im Laufe der Jahrzehnte zwischen 6.000 bis 7.000 Kinder zu retten und die Medizingeschichte zu prägen. Vielen Dank an Prof. Osten, Direktor des Instituts für Geschichte und Ethik der Medizin, am UKE in Hamburg, der uns in dieser Folge als Experte unterstützt hat. Das erwähnte Buch von Dawn Raffel heißt „The Strange Case of Dr. Couney – How a Mysterious European Showman Saved Thousands of American Babies“. Wie in der Folge beschrieben, hier der Vergleich der Ausstellungen von Couney und Alexandre Lion. Die Inkubator-Ausstellung von Lion auf der International Colonial Exposition in Lyon im Jahr 1894. Hier die Ausstellung von Couney (gleichzeitig das Episodenbild) auf der Alaska-Yukon-Pacific-Exposition in Seattle 1909.
